x1,x2,y
0.392766469,3.854038625,5.130484881
0.5270281,5.069588725,7.797705266
0.960008404,3.185793711,7.223860933
0.593193869,3.45016438,5.303812464
0.945227611,6.492247021,12.41960605
0.990515805,4.765584972,8.561129735
0.011586968,1.963950593,1.8331699
0.704870721,0.956808576,3.805120816
0.624654058,2.412924135,4.621849299
0.418316802,2.204934958,4.835242366
0.193124496,5.944924068,10.78842572
0.308664065,6.801314074,10.53742448
0.901690085,3.265075378,8.938101357
0.389644476,1.383022109,4.247099216
0.290156599,2.948320306,5.155989404
0.057604869,3.093220418,4.937072651
0.630559013,6.321032093,10.958559
0.580163372,0.838918866,2.59323916
0.61372117,3.499109815,7.797880823
0.624724989,0.602271528,0.595540685
0.311646704,0.216215484,0.19153119
0.032847848,5.526947195,7.85847797
0.340643651,3.339356509,6.244663191
0.975663077,2.019887392,5.975181407
0.291993242,6.424603424,9.285126192
0.880113136,5.756598634,10.97728827
0.974092497,5.333584662,11.84616711
0.462987784,4.344386881,8.835204855
0.969621933,4.205092566,9.286212242
0.895506038,6.279329658,11.09521488
0.14343277,3.070681988,4.852493673
0.807226494,3.217004269,6.097771271
0.810992683,0.977678295,3.898582685
0.662875115,5.526391979,9.469142461
0.261617087,4.797559475,8.197117633
0.862321909,3.391205523,9.233788467
0.788353379,2.788686549,4.725590961
0.042608022,2.402735776,4.512871109
0.90953065,6.048987528,10.14158952
0.973042684,5.797997786,10.42111043
0.378396075,6.280119937,8.759446426
0.550745931,6.776688579,11.65223069
0.612927195,2.240483551,3.277542934
0.7285624,1.841227317,5.617476887
0.906191541,4.52899684,10.32366937
0.128815303,5.249996864,9.359673748
0.118261454,2.679096695,5.768782028
0.187567906,6.879891227,10.14773247
0.057108022,3.777813528,6.320657302
0.40076962,4.083317104,7.028902037
0.231559713,5.456451452,8.605592795
0.570360274,3.289023415,7.643780544
0.029190865,4.303440156,7.976316557
0.447346858,1.912205636,4.7523838
0.428292958,6.278219322,8.746435225
0.860990218,3.30447128,8.89617138
0.356401639,5.041624721,9.063457725
0.619139841,2.444269684,5.605822139
0.357415754,6.213536051,12.21096193
0.276125793,0.6168194,0.98852345
0.760615608,5.107670321,8.741969573
0.172116511,5.834844027,10.42360651
0.238148944,1.188488892,0.940944581
0.104071088,4.762904104,6.771494051
0.409582722,2.370398643,4.210151052
0.667185679,2.016381009,3.01895911
0.944743522,3.020956721,7.107203843
0.368476014,3.953786957,8.071050039
0.587002178,3.492494966,5.055260445
0.223257799,6.41567527,11.25617423
0.84158237,4.308966366,9.95334313
0.637811552,3.505765753,5.568672369
0.168195126,4.53866541,8.13401829
0.428086525,4.354829873,6.393567437
0.369604895,1.62813832,2.229246365
0.790227626,4.216507718,7.172991253
0.763351113,5.484453285,10.83358501
0.909548908,2.992017534,7.228854047
0.299140832,6.383075104,8.668069974
0.871557159,1.361016293,4.191333132
0.756842191,5.754789378,10.70036786
0.534584734,5.548194373,10.54556303
0.648877609,0.63938683,4.14525021
0.620380145,4.885487452,8.24469899
0.333692064,1.314933794,3.643308903
0.006919649,1.014298661,3.069770171
0.548377331,5.409630089,10.50392497
0.560586122,6.131721645,11.33363526
0.438158152,6.157815212,10.31661208
0.568767385,1.318958308,3.442634906
0.537740399,2.031418218,5.632742915
0.688030726,2.737364124,6.648612881
0.951172565,0.795491897,2.130929171
0.903326156,6.023940841,12.0700336
0.835342499,2.7616997,5.044530381
0.119148503,6.36651021,8.273666281
0.642175891,3.811754253,5.345155475
0.629819208,5.93361318,11.10379422
0.301019253,6.237374151,10.98213601
0.339323079,3.406205127,5.370866817
0.473225282,0.072152418,1.583205658
0.124592111,1.716807053,2.138986026
0.440750437,0.710341279,1.980572523
0.52047987,2.342310569,6.147621856
0.237746209,5.315083328,8.958793662
0.63424249,5.242665184,9.202255687
0.810204198,2.973006177,7.21624339
0.592784304,1.902263904,3.771683637
0.241688905,5.072180214,6.966755689
0.926356998,2.441864452,5.993567024
0.028851533,4.090179778,6.669943434
0.193745171,2.022238293,4.781237071
0.154586888,5.506531665,10.45296534
0.39898454,5.75311101,8.198576967
0.647142412,5.381484122,7.992350726
0.145730757,1.925134111,4.72697445
0.989739164,0.85213645,3.106992384
0.006523417,4.348187695,5.635514512
0.302835028,2.029961474,3.856304593
0.551496388,1.468331903,2.478878522
0.59820668,5.253067281,9.365938631
0.819121384,4.260323541,9.099991905
0.810099432,0.004268408,1.934831991
0.056528203,6.303106699,10.07769585
0.993032326,3.004422814,7.957815685
0.110359064,5.683925145,7.888598246
0.865826345,5.32470515,11.28946012
0.212875021,0.129231895,0.451812074
0.988030396,0.079862836,2.16496628
0.729057669,0.985865845,1.630507424
0.790824059,2.770595397,4.139425151
0.382408616,3.561199832,4.58856397
0.299365257,4.369957767,6.490801634
0.352012697,4.427322336,8.399835186
0.783479819,6.991430116,10.85443491
0.563353618,3.772477674,8.257490884
0.484109481,3.811484558,5.237987398
0.277757775,4.028911624,7.045038893
0.016813187,2.241577824,3.890827951
0.251343619,3.034361016,4.356748831
0.790231011,4.704933739,10.33120002
0.309003915,3.461234525,4.758861624
0.7319527,2.365539635,4.632518745
0.102095267,5.815858521,9.837690481
0.748247461,4.778504084,10.40128477
0.25851033,0.28576133,0.539508077
0.866485264,4.279153875,7.385812756
0.695198293,3.54469524,7.384807146
0.040921332,5.465774667,8.01924784
0.663997095,2.413301238,7.06936776
0.536398343,1.6778142,5.039984778
0.285808835,3.8430107,7.374492532
0.417903826,1.55022904,3.157040841
0.493310295,3.737563371,6.845763993
0.999225427,3.67325271,7.046012426
0.305201633,2.242172894,2.971153817
0.656776396,6.270461359,9.781854033
0.508375724,5.625892053,11.20159468
0.262063043,6.758808446,12.21822115
0.054163929,0.798720436,3.227543464
0.822312143,6.886725865,11.81417357
0.34211648,5.842017355,11.20912597
0.41054916,1.342447613,3.101799246
0.047382965,4.938642239,7.707727479
0.061040061,3.021328637,5.695518925
0.783229523,3.571391419,5.39713262
0.066858981,2.169295286,2.759504765
0.923066262,4.628811269,9.743102455
0.648972469,6.901619818,10.72619006
0.540288557,3.456704944,8.135754995
0.607636421,1.103810169,4.692520717
0.009149374,1.92125261,4.564865678
0.362952424,0.360929193,2.702345425
0.313356116,4.447438264,5.537978359
0.660759843,0.463748522,0.864878947
0.007294659,0.190630642,2.250289977
0.433892992,5.661221213,10.69902906
0.531094304,6.664997434,10.7246628
0.573370448,4.602383834,7.552522165
0.945069933,5.88942614,9.959742496
0.548522396,6.912322514,13.54997032
0.448508308,0.450117463,0.836009172
0.85173181,5.963821496,10.70515753
0.263677307,1.30876022,4.470432871
0.04865445,1.698758159,2.240222375
0.447277272,5.895363303,10.63678449
0.205946306,1.224285122,3.800311619
0.340596643,5.393733837,7.723236945
0.956781044,5.315915416,11.98361586
0.197925121,2.595189174,2.999626758
0.040606611,3.804444075,4.196306115
0.135772376,3.222238441,4.294442575
0.354774434,0.285909202,1.501806221
0.909442746,2.712214264,4.505904943
